,Unnamed: 0,image_id,path,diag,target,Class,is_ood
492,492,Normal- (1800),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1800).jpg,Normal,1,Healthy,False
493,493,Normal- (278),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (278).jpg,Normal,1,Healthy,False
494,494,Normal- (837),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (837).jpg,Normal,1,Healthy,True
495,495,Normal- (954),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (954).jpg,Normal,1,Healthy,False
496,496,Normal- (138),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (138).jpg,Normal,1,Healthy,False
497,497,Normal- (3805),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3805).jpg,Normal,1,Healthy,False
498,498,Normal- (1167),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1167).jpg,Normal,1,Healthy,False
499,499,Normal- (1724),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1724).jpg,Normal,1,Healthy,False
500,500,Normal- (3063),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3063).jpg,Normal,1,Healthy,False
501,501,Normal- (3193),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3193).jpg,Normal,1,Healthy,True
502,502,Normal- (2405),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2405).jpg,Normal,1,Healthy,False
503,503,Normal- (40),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (40).jpg,Normal,1,Healthy,False
504,504,Normal- (63),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (63).jpg,Normal,1,Healthy,True
505,505,Normal- (3453),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3453).jpg,Normal,1,Healthy,False
506,506,Normal- (1988),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1988).jpg,Normal,1,Healthy,True
507,507,Normal- (2268),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2268).jpg,Normal,1,Healthy,True
508,508,Normal- (697),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (697).jpg,Normal,1,Healthy,False
509,509,Normal- (3814),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3814).jpg,Normal,1,Healthy,False
510,510,Normal- (272),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (272).jpg,Normal,1,Healthy,True
511,511,Normal- (426),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (426).jpg,Normal,1,Healthy,False
512,512,Normal- (2581),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2581).jpg,Normal,1,Healthy,False
513,513,Normal- (73),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (73).jpg,Normal,1,Healthy,False
514,514,Normal- (2820),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2820).jpg,Normal,1,Healthy,False
515,515,Normal- (3394),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3394).jpg,Normal,1,Healthy,False
516,516,Normal- (77),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (77).jpg,Normal,1,Healthy,False
517,517,Normal- (2694),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2694).jpg,Normal,1,Healthy,True
518,518,Normal- (1989),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1989).jpg,Normal,1,Healthy,True
519,519,Normal- (1159),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1159).jpg,Normal,1,Healthy,False
520,520,Normal- (1170),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1170).jpg,Normal,1,Healthy,False
521,521,Normal- (1392),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1392).jpg,Normal,1,Healthy,False
522,522,Normal- (2372),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2372).jpg,Normal,1,Healthy,False
523,523,Normal- (550),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (550).jpg,Normal,1,Healthy,False
524,524,Normal- (3376),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3376).jpg,Normal,1,Healthy,True
525,525,Normal- (2003),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2003).jpg,Normal,1,Healthy,False
526,526,Normal- (1910),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1910).jpg,Normal,1,Healthy,False
527,527,Normal- (1317),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1317).jpg,Normal,1,Healthy,False
528,528,Normal- (2056),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2056).jpg,Normal,1,Healthy,False
529,529,Normal- (1964),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1964).jpg,Normal,1,Healthy,True
530,530,Normal- (1339),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1339).jpg,Normal,1,Healthy,True
531,531,Normal- (1588),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1588).jpg,Normal,1,Healthy,True
532,532,Normal- (3163),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3163).jpg,Normal,1,Healthy,True
533,533,Normal- (3767),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3767).jpg,Normal,1,Healthy,False
534,534,Normal- (3209),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3209).jpg,Normal,1,Healthy,False
535,535,Normal- (2379),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2379).jpg,Normal,1,Healthy,True
536,536,Normal- (3173),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3173).jpg,Normal,1,Healthy,True
537,537,Normal- (999),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (999).jpg,Normal,1,Healthy,True
538,538,Normal- (2740),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2740).jpg,Normal,1,Healthy,False
539,539,Normal- (841),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (841).jpg,Normal,1,Healthy,True
540,540,Normal- (1135),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1135).jpg,Normal,1,Healthy,False
541,541,Normal- (1829),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1829).jpg,Normal,1,Healthy,False
542,542,Normal- (142),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (142).jpg,Normal,1,Healthy,False
543,543,Normal- (3444),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3444).jpg,Normal,1,Healthy,False
544,544,Normal- (3623),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3623).jpg,Normal,1,Healthy,False
545,545,Normal- (109),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (109).jpg,Normal,1,Healthy,False
546,546,Normal- (12),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (12).jpg,Normal,1,Healthy,False
547,547,Normal- (1152),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1152).jpg,Normal,1,Healthy,False
548,548,Normal- (2397),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2397).jpg,Normal,1,Healthy,True
549,549,Normal- (1368),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1368).jpg,Normal,1,Healthy,False
550,550,Normal- (2190),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2190).jpg,Normal,1,Healthy,True
551,551,Normal- (244),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (244).jpg,Normal,1,Healthy,True
552,552,Normal- (2198),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2198).jpg,Normal,1,Healthy,True
553,553,Normal- (1926),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1926).jpg,Normal,1,Healthy,False
554,554,Normal- (1810),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1810).jpg,Normal,1,Healthy,False
555,555,Normal- (2307),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2307).jpg,Normal,1,Healthy,True
556,556,Normal- (1180),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1180).jpg,Normal,1,Healthy,True
557,557,Normal- (548),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (548).jpg,Normal,1,Healthy,False
558,558,Normal- (668),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (668).jpg,Normal,1,Healthy,False
559,559,Normal- (388),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (388).jpg,Normal,1,Healthy,False
560,560,Normal- (2147),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2147).jpg,Normal,1,Healthy,True
561,561,Normal- (3084),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3084).jpg,Normal,1,Healthy,False
562,562,Normal- (1736),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1736).jpg,Normal,1,Healthy,False
563,563,Normal- (884),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (884).jpg,Normal,1,Healthy,True
564,564,Normal- (1535),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1535).jpg,Normal,1,Healthy,False
565,565,Normal- (2726),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2726).jpg,Normal,1,Healthy,True
566,566,Normal- (3671),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3671).jpg,Normal,1,Healthy,False
567,567,Normal- (3435),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3435).jpg,Normal,1,Healthy,False
568,568,Normal- (1618),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1618).jpg,Normal,1,Healthy,False
569,569,Normal- (1739),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1739).jpg,Normal,1,Healthy,False
570,570,Normal- (541),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (541).jpg,Normal,1,Healthy,False
571,571,Normal- (3186),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3186).jpg,Normal,1,Healthy,True
572,572,Normal- (666),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (666).jpg,Normal,1,Healthy,False
573,573,Normal- (2920),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2920).jpg,Normal,1,Healthy,True
574,574,Normal- (2243),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2243).jpg,Normal,1,Healthy,False
575,575,Normal- (2303),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2303).jpg,Normal,1,Healthy,True
576,576,Normal- (2464),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2464).jpg,Normal,1,Healthy,True
577,577,Normal- (3591),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3591).jpg,Normal,1,Healthy,False
578,578,Normal- (1478),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1478).jpg,Normal,1,Healthy,False
579,579,Normal- (2859),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2859).jpg,Normal,1,Healthy,True
580,580,Normal- (2232),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2232).jpg,Normal,1,Healthy,True
581,581,Normal- (1375),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1375).jpg,Normal,1,Healthy,True
582,582,Normal- (1197),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1197).jpg,Normal,1,Healthy,False
583,583,Normal- (3827),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3827).jpg,Normal,1,Healthy,True
584,584,Normal- (3100),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3100).jpg,Normal,1,Healthy,False
585,585,Normal- (2506),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2506).jpg,Normal,1,Healthy,False
586,586,Normal- (1151),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1151).jpg,Normal,1,Healthy,False
587,587,Normal- (2681),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2681).jpg,Normal,1,Healthy,False
588,588,Normal- (2096),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2096).jpg,Normal,1,Healthy,True
589,589,Normal- (2028),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2028).jpg,Normal,1,Healthy,True
590,590,Normal- (3528),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3528).jpg,Normal,1,Healthy,False
591,591,Normal- (1702),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1702).jpg,Normal,1,Healthy,False
592,592,Normal- (2518),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2518).jpg,Normal,1,Healthy,False
593,593,Normal- (3171),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3171).jpg,Normal,1,Healthy,True
594,594,Normal- (2349),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2349).jpg,Normal,1,Healthy,True
595,595,Normal- (1084),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1084).jpg,Normal,1,Healthy,False
596,596,Normal- (3764),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3764).jpg,Normal,1,Healthy,False
597,597,Normal- (2560),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2560).jpg,Normal,1,Healthy,True
598,598,Normal- (1447),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1447).jpg,Normal,1,Healthy,False
599,599,Normal- (136),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (136).jpg,Normal,1,Healthy,False
600,600,Normal- (2482),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2482).jpg,Normal,1,Healthy,False
601,601,Normal- (2188),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2188).jpg,Normal,1,Healthy,True
602,602,Normal- (1069),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1069).jpg,Normal,1,Healthy,False
603,603,Normal- (2879),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2879).jpg,Normal,1,Healthy,True
604,604,Normal- (2093),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2093).jpg,Normal,1,Healthy,False
605,605,Normal- (2282),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2282).jpg,Normal,1,Healthy,False
606,606,Normal- (456),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (456).jpg,Normal,1,Healthy,False
607,607,Normal- (3432),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3432).jpg,Normal,1,Healthy,False
608,608,Normal- (1483),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1483).jpg,Normal,1,Healthy,False
609,609,Normal- (2214),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2214).jpg,Normal,1,Healthy,True
610,610,Normal- (1770),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1770).jpg,Normal,1,Healthy,False
611,611,Normal- (3069),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3069).jpg,Normal,1,Healthy,False
612,612,Normal- (92),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (92).jpg,Normal,1,Healthy,False
613,613,Normal- (580),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (580).jpg,Normal,1,Healthy,False
614,614,Normal- (3690),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3690).jpg,Normal,1,Healthy,False
615,615,Normal- (2034),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2034).jpg,Normal,1,Healthy,False
616,616,Normal- (2064),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2064).jpg,Normal,1,Healthy,True
617,617,Normal- (245),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (245).jpg,Normal,1,Healthy,False
618,618,Normal- (2462),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2462).jpg,Normal,1,Healthy,True
619,619,Normal- (1785),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1785).jpg,Normal,1,Healthy,False
620,620,Normal- (1928),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1928).jpg,Normal,1,Healthy,False
621,621,Normal- (1705),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1705).jpg,Normal,1,Healthy,False
622,622,Normal- (2708),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2708).jpg,Normal,1,Healthy,False
623,623,Normal- (1479),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1479).jpg,Normal,1,Healthy,False
624,624,Normal- (3076),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3076).jpg,Normal,1,Healthy,False
625,625,Normal- (1784),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1784).jpg,Normal,1,Healthy,True
626,626,Normal- (2995),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2995).jpg,Normal,1,Healthy,False
627,627,Normal- (391),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (391).jpg,Normal,1,Healthy,True
628,628,Normal- (1540),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1540).jpg,Normal,1,Healthy,True
629,629,Normal- (2983),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2983).jpg,Normal,1,Healthy,False
630,630,Normal- (1347),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1347).jpg,Normal,1,Healthy,False
631,631,Normal- (3627),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3627).jpg,Normal,1,Healthy,False
632,632,Normal- (41),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (41).jpg,Normal,1,Healthy,False
633,633,Normal- (257),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (257).jpg,Normal,1,Healthy,False
634,634,Normal- (3110),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3110).jpg,Normal,1,Healthy,False
635,635,Normal- (1369),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1369).jpg,Normal,1,Healthy,False
636,636,Normal- (3782),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3782).jpg,Normal,1,Healthy,False
637,637,Normal- (1484),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1484).jpg,Normal,1,Healthy,False
638,638,Normal- (3793),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3793).jpg,Normal,1,Healthy,False
639,639,Normal- (1761),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1761).jpg,Normal,1,Healthy,False
640,640,Normal- (2476),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2476).jpg,Normal,1,Healthy,False
641,641,Normal- (2640),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2640).jpg,Normal,1,Healthy,False
642,642,Normal- (721),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (721).jpg,Normal,1,Healthy,False
643,643,Normal- (409),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (409).jpg,Normal,1,Healthy,False
644,644,Normal- (1594),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1594).jpg,Normal,1,Healthy,False
645,645,Normal- (2753),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2753).jpg,Normal,1,Healthy,False
646,646,Normal- (425),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (425).jpg,Normal,1,Healthy,False
647,647,Normal- (654),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (654).jpg,Normal,1,Healthy,False
648,648,Normal- (288),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (288).jpg,Normal,1,Healthy,False
649,649,Normal- (1334),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1334).jpg,Normal,1,Healthy,True
650,650,Normal- (1978),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1978).jpg,Normal,1,Healthy,True
651,651,Normal- (3673),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3673).jpg,Normal,1,Healthy,False
652,652,Normal- (2700),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2700).jpg,Normal,1,Healthy,False
653,653,Normal- (214),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (214).jpg,Normal,1,Healthy,False
654,654,Normal- (2556),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2556).jpg,Normal,1,Healthy,True
655,655,Normal- (3325),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3325).jpg,Normal,1,Healthy,True
656,656,Normal- (1399),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1399).jpg,Normal,1,Healthy,False
657,657,Normal- (1427),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1427).jpg,Normal,1,Healthy,False
658,658,Normal- (339),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (339).jpg,Normal,1,Healthy,False
659,659,Normal- (2310),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2310).jpg,Normal,1,Healthy,True
660,660,Normal- (2501),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2501).jpg,Normal,1,Healthy,False
661,661,Normal- (1622),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1622).jpg,Normal,1,Healthy,False
662,662,Normal- (1838),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1838).jpg,Normal,1,Healthy,False
663,663,Normal- (17),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (17).jpg,Normal,1,Healthy,False
664,664,Normal- (1716),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1716).jpg,Normal,1,Healthy,False
665,665,Normal- (1059),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1059).jpg,Normal,1,Healthy,False
666,666,Normal- (3757),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3757).jpg,Normal,1,Healthy,False
667,667,Normal- (3570),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3570).jpg,Normal,1,Healthy,False
668,668,Normal- (1482),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1482).jpg,Normal,1,Healthy,False
669,669,Normal- (566),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (566).jpg,Normal,1,Healthy,False
670,670,Normal- (2457),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2457).jpg,Normal,1,Healthy,True
671,671,Normal- (159),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (159).jpg,Normal,1,Healthy,False
672,672,Normal- (3617),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3617).jpg,Normal,1,Healthy,False
673,673,Normal- (3169),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3169).jpg,Normal,1,Healthy,True
674,674,Normal- (3703),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3703).jpg,Normal,1,Healthy,True
675,675,Normal- (2046),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2046).jpg,Normal,1,Healthy,True
676,676,Normal- (1917),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1917).jpg,Normal,1,Healthy,True
677,677,Normal- (1979),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1979).jpg,Normal,1,Healthy,True
678,678,Normal- (135),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (135).jpg,Normal,1,Healthy,False
679,679,Normal- (1216),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1216).jpg,Normal,1,Healthy,False
680,680,Normal- (559),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (559).jpg,Normal,1,Healthy,False
681,681,Normal- (821),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (821).jpg,Normal,1,Healthy,True
682,682,Normal- (2904),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2904).jpg,Normal,1,Healthy,True
683,683,Normal- (3350),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3350).jpg,Normal,1,Healthy,True
684,684,Normal- (1202),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1202).jpg,Normal,1,Healthy,False
685,685,Normal- (1877),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1877).jpg,Normal,1,Healthy,False
686,686,Normal- (2749),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2749).jpg,Normal,1,Healthy,False
687,687,Normal- (3044),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3044).jpg,Normal,1,Healthy,False
688,688,Normal- (2389),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2389).jpg,Normal,1,Healthy,True
689,689,Normal- (960),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (960).jpg,Normal,1,Healthy,False
690,690,Normal- (1771),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1771).jpg,Normal,1,Healthy,False
691,691,Normal- (2059),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2059).jpg,Normal,1,Healthy,True
692,692,Normal- (3601),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3601).jpg,Normal,1,Healthy,False
693,693,Normal- (2540),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2540).jpg,Normal,1,Healthy,False
694,694,Normal- (651),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (651).jpg,Normal,1,Healthy,False
695,695,Normal- (2359),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2359).jpg,Normal,1,Healthy,True
696,696,Normal- (2717),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2717).jpg,Normal,1,Healthy,False
697,697,Normal- (1220),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1220).jpg,Normal,1,Healthy,False
698,698,Normal- (520),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (520).jpg,Normal,1,Healthy,False
699,699,Normal- (3310),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3310).jpg,Normal,1,Healthy,False
700,700,Normal- (1924),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1924).jpg,Normal,1,Healthy,False
701,701,Normal- (377),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (377).jpg,Normal,1,Healthy,False
702,702,Normal- (3559),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3559).jpg,Normal,1,Healthy,False
703,703,Normal- (702),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (702).jpg,Normal,1,Healthy,False
704,704,Normal- (25),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (25).jpg,Normal,1,Healthy,False
705,705,Normal- (350),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (350).jpg,Normal,1,Healthy,False
706,706,Normal- (1217),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1217).jpg,Normal,1,Healthy,False
707,707,Normal- (1280),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1280).jpg,Normal,1,Healthy,False
